strategy,entry_time,exit_time,direction,entry,exit,size,risk_dist,pnl,r_mult,reason
Inside-day breakout,2025-11-12 08:00:00,2025-11-14 08:00:00,LONG,4146.54,4037.79,12.2316,108.76,-1336.36,-1.0,stop
Inside-day breakout,2025-11-17 00:00:00,2025-11-27 16:00:00,SHORT,4069.58,4178.04,12.1402,108.47,-1322.89,-1.0,stop
Inside-day breakout,2025-12-15 00:00:00,2025-12-23 16:00:00,LONG,4329.84,4507.66,14.6611,88.91,2599.73,2.0,tp
Inside-day breakout,2025-12-25 16:00:00,2025-12-29 08:00:00,LONG,4500.2,4401.0,13.4023,99.2,-1336.16,-1.0,stop
Inside-day breakout,2025-12-31 00:00:00,2026-01-05 08:00:00,SHORT,4328.77,4442.86,11.5349,114.09,-1321.8,-1.0,stop
Inside-day breakout,2026-02-11 04:00:00,2026-03-19 04:00:00,LONG,5078.48,4670.98,3.1969,407.5,-1304.35,-1.0,stop
Inside-day breakout,2026-03-26 00:00:00,2026-04-01 04:00:00,SHORT,4486.51,4749.69,4.9004,263.18,-1292.14,-1.0,stop
SMA 50/200 long,2018-12-31 00:00:00,2019-02-19 00:00:00,LONG,1278.06,1337.91,33.4169,29.93,1983.29,2.0,tp
SMA 50/200 long,2019-02-19 00:00:00,2019-03-01 00:00:00,LONG,1323.86,1295.39,35.8227,28.46,-1037.58,-1.0,stop
SMA 50/200 long,2019-03-01 00:00:00,2019-04-16 00:00:00,LONG,1313.1,1277.19,28.1038,35.91,-1023.16,-1.0,stop
SMA 50/200 long,2019-04-16 00:00:00,2019-06-05 00:00:00,LONG,1285.18,1341.07,35.7441,27.94,1979.61,2.0,tp
SMA 50/200 long,2019-06-05 00:00:00,2019-06-19 00:00:00,LONG,1326.57,1388.96,32.6446,31.2,2020.39,2.0,tp
SMA 50/200 long,2019-06-19 00:00:00,2019-06-24 00:00:00,LONG,1344.25,1436.2,22.5856,45.98,2065.5,2.0,tp
SMA 50/200 long,2019-06-24 00:00:00,2019-08-12 00:00:00,LONG,1403.12,1516.69,18.6483,56.78,2108.55,2.0,tp
SMA 50/200 long,2019-08-12 00:00:00,2020-02-21 00:00:00,LONG,1496.84,1627.17,16.573,65.16,2151.58,2.0,tp
SMA 50/200 long,2020-02-21 00:00:00,2020-02-25 00:00:00,LONG,1626.0,1626.0,28.3468,38.85,-14.17,0.0,stop
SMA 50/200 long,2020-02-25 00:00:00,2020-02-28 00:00:00,LONG,1655.54,1599.98,19.8192,55.56,-1110.99,-1.0,stop
SMA 50/200 long,2020-02-28 00:00:00,2020-03-12 00:00:00,LONG,1638.73,1561.63,14.1365,77.1,-1096.94,-1.0,stop
SMA 50/200 long,2020-03-12 00:00:00,2020-03-13 00:00:00,LONG,1636.04,1508.53,8.4611,127.5,-1083.06,-1.0,stop
SMA 50/200 long,2020-03-13 00:00:00,2020-07-21 00:00:00,LONG,1579.08,1861.22,7.5703,141.07,2132.13,2.0,tp
SMA 50/200 long,2020-07-21 00:00:00,2020-07-26 00:00:00,LONG,1819.62,1929.89,19.7547,55.14,2168.61,2.0,tp
SMA 50/200 long,2020-07-26 00:00:00,2020-08-05 00:00:00,LONG,1901.99,2031.13,17.2034,64.57,2213.06,2.0,tp
SMA 50/200 long,2020-08-05 00:00:00,2020-08-11 00:00:00,LONG,2013.06,1899.67,9.9918,113.38,-1137.87,-1.0,stop
SMA 50/200 long,2020-08-11 00:00:00,2020-08-12 00:00:00,LONG,2020.22,1883.92,8.2273,136.31,-1125.56,-1.0,stop
SMA 50/200 long,2020-08-12 00:00:00,2021-01-08 00:00:00,LONG,1885.05,1909.22,7.7085,144.02,182.44,0.17,flip
SMA 50/200 long,2021-06-09 00:00:00,2021-06-16 00:00:00,LONG,1894.36,1831.14,17.5891,63.22,-1120.73,-1.0,stop
SMA 50/200 long,2021-06-16 00:00:00,2021-06-17 00:00:00,LONG,1857.78,1780.58,14.257,77.2,-1107.77,-1.0,stop
SMA 50/200 long,2021-06-17 00:00:00,2021-08-05 00:00:00,LONG,1822.1,1810.91,12.9981,83.82,-151.95,-0.13,flip
SMA 50/200 long,2021-12-29 00:00:00,2022-01-16 00:00:00,LONG,1805.74,1817.04,22.4481,48.46,242.64,0.23,flip
SMA 50/200 long,2022-01-23 00:00:00,2022-01-27 00:00:00,LONG,1834.52,1791.8,25.5201,42.72,-1102.98,-1.0,stop
SMA 50/200 long,2022-01-27 00:00:00,2022-02-23 00:00:00,LONG,1815.71,1915.75,21.5732,50.02,2147.34,2.0,tp
SMA 50/200 long,2022-02-23 00:00:00,2022-02-24 00:00:00,LONG,1896.87,1896.87,14.2446,77.25,-7.12,0.0,stop
SMA 50/200 long,2022-02-24 00:00:00,2022-03-15 00:00:00,LONG,1935.52,1935.52,11.5745,95.06,-5.79,0.0,stop
SMA 50/200 long,2022-03-15 00:00:00,2022-05-12 00:00:00,LONG,1936.0,1812.35,8.8977,123.65,-1104.62,-1.0,stop
SMA 50/200 long,2022-05-12 00:00:00,2022-06-20 00:00:00,LONG,1852.94,1843.74,12.4631,87.38,-120.89,-0.11,flip
SMA 50/200 long,2022-12-28 00:00:00,2023-01-24 00:00:00,LONG,1811.64,1938.53,17.1456,63.45,2167.04,2.0,tp
SMA 50/200 long,2023-01-24 00:00:00,2023-02-03 00:00:00,LONG,1932.73,1871.55,18.1341,61.18,-1118.46,-1.0,stop
SMA 50/200 long,2023-02-03 00:00:00,2023-02-15 00:00:00,LONG,1915.96,1833.68,13.3468,82.28,-1104.79,-1.0,stop
SMA 50/200 long,2023-02-15 00:00:00,2023-03-20 00:00:00,LONG,1847.7,2006.42,13.6968,79.36,2167.16,2.0,tp
SMA 50/200 long,2023-03-20 00:00:00,2023-05-18 00:00:00,LONG,1974.74,1974.74,12.2247,90.69,-6.11,0.0,stop
SMA 50/200 long,2023-05-18 00:00:00,2023-06-28 00:00:00,LONG,1982.23,1904.51,14.2622,77.72,-1115.61,-1.0,stop
SMA 50/200 long,2023-06-28 00:00:00,2023-08-09 00:00:00,LONG,1915.04,1915.04,19.7014,55.69,-9.85,0.0,stop
SMA 50/200 long,2023-08-09 00:00:00,2023-08-23 00:00:00,LONG,1930.04,1901.52,21.2704,51.58,-617.27,-0.55,flip
SMA 50/200 long,2023-11-30 00:00:00,2023-12-04 00:00:00,LONG,2044.58,2044.58,19.2403,56.69,-9.62,0.0,stop
SMA 50/200 long,2023-12-04 00:00:00,2023-12-08 00:00:00,LONG,2085.41,2001.95,13.0677,83.46,-1097.12,-1.0,stop
SMA 50/200 long,2023-12-08 00:00:00,2024-03-20 00:00:00,LONG,2031.46,2206.65,12.3246,87.59,2152.94,2.0,tp
SMA 50/200 long,2024-03-20 00:00:00,2024-04-05 00:00:00,LONG,2156.8,2306.99,14.6613,75.1,2194.71,2.0,tp
SMA 50/200 long,2024-04-05 00:00:00,2024-08-16 00:00:00,LONG,2276.66,2495.26,10.2731,109.3,2240.65,2.0,tp
SMA 50/200 long,2024-08-16 00:00:00,2024-10-17 00:00:00,LONG,2452.28,2695.99,9.3985,121.85,2285.8,2.0,tp
SMA 50/200 long,2024-10-17 00:00:00,2024-11-06 00:00:00,LONG,2676.62,2676.62,14.0568,83.1,-7.03,0.0,stop
SMA 50/200 long,2024-11-06 00:00:00,2024-11-11 00:00:00,LONG,2741.64,2641.47,11.6587,100.18,-1173.75,-1.0,stop
SMA 50/200 long,2024-11-11 00:00:00,2024-11-13 00:00:00,LONG,2671.98,2562.26,10.5369,109.72,-1161.39,-1.0,stop
SMA 50/200 long,2024-11-13 00:00:00,2024-12-18 00:00:00,LONG,2606.14,2606.14,9.7385,117.52,-4.87,0.0,stop
SMA 50/200 long,2024-12-18 00:00:00,2025-02-04 00:00:00,LONG,2644.92,2849.12,11.2082,102.1,2283.11,2.0,tp
SMA 50/200 long,2025-02-04 00:00:00,2025-03-17 00:00:00,LONG,2818.82,3011.76,12.0987,96.47,2328.22,2.0,tp
SMA 50/200 long,2025-03-17 00:00:00,2025-04-06 00:00:00,LONG,2982.56,2982.56,12.3862,96.1,-6.19,0.0,stop
SMA 50/200 long,2025-04-06 00:00:00,2025-04-16 00:00:00,LONG,3006.76,3307.53,7.9148,150.38,2376.51,2.0,tp
SMA 50/200 long,2025-04-16 00:00:00,2025-09-22 00:00:00,LONG,3281.4,3754.33,5.1337,236.47,2425.35,2.0,tp
SMA 50/200 long,2025-09-22 00:00:00,2025-10-06 00:00:00,LONG,3695.26,3941.27,10.0664,123.0,2471.34,2.0,tp
SMA 50/200 long,2025-10-06 00:00:00,2025-10-16 00:00:00,LONG,3929.38,4251.29,7.8459,160.96,2521.77,2.0,tp
SMA 50/200 long,2025-10-16 00:00:00,2025-10-27 00:00:00,LONG,4233.23,3991.54,5.3291,241.7,-1290.69,-1.0,stop
SMA 50/200 long,2025-10-27 00:00:00,2026-01-20 00:00:00,LONG,4068.56,4832.21,3.3395,381.82,2548.52,2.0,tp
SMA 50/200 long,2026-01-20 00:00:00,2026-01-27 00:00:00,LONG,4695.0,5138.95,5.8589,221.98,2598.19,2.0,tp
SMA 50/200 long,2026-01-27 00:00:00,2026-01-30 00:00:00,LONG,5067.5,5067.5,4.2525,311.94,-2.13,0.0,stop
SMA 50/200 long,2026-01-30 00:00:00,2026-02-01 00:00:00,LONG,5213.51,4638.39,2.3064,575.12,-1327.62,-1.0,stop
SMA 50/200 long,2026-02-01 00:00:00,2026-03-23 00:00:00,LONG,4817.6,4185.71,2.0782,631.88,-1314.22,-1.0,stop
SMA 20/50 L/S,2018-02-28 00:00:00,2018-03-26 00:00:00,SHORT,1317.42,1352.02,28.8988,34.6,-1014.45,-1.0,stop
SMA 20/50 L/S,2018-03-26 00:00:00,2018-04-04 00:00:00,SHORT,1347.89,1334.55,35.0761,28.22,450.38,0.47,flip
SMA 20/50 L/S,2018-04-04 00:00:00,2018-05-06 00:00:00,LONG,1334.55,1314.85,29.2657,33.97,-591.17,-0.58,flip
SMA 20/50 L/S,2018-05-06 00:00:00,2018-06-20 00:00:00,SHORT,1314.85,1268.74,42.8526,23.06,1954.54,2.0,tp
SMA 20/50 L/S,2018-06-20 00:00:00,2018-07-18 00:00:00,SHORT,1273.66,1225.95,42.229,23.85,1993.51,2.0,tp
SMA 20/50 L/S,2018-07-18 00:00:00,2018-08-15 00:00:00,SHORT,1227.66,1179.5,42.6472,24.08,2032.75,2.0,tp
SMA 20/50 L/S,2018-08-15 00:00:00,2018-10-04 00:00:00,SHORT,1187.96,1196.41,35.3383,29.63,-316.28,-0.29,flip
SMA 20/50 L/S,2018-10-04 00:00:00,2018-10-11 00:00:00,LONG,1196.41,1196.41,39.9955,26.1,-20.0,0.0,stop
SMA 20/50 L/S,2018-10-11 00:00:00,2018-11-29 00:00:00,LONG,1193.31,1225.04,32.8652,31.75,1026.38,1.0,flip
SMA 20/50 L/S,2018-11-29 00:00:00,2018-12-06 00:00:00,SHORT,1225.04,1239.85,47.4898,22.18,-727.07,-0.67,flip
SMA 20/50 L/S,2018-12-06 00:00:00,2019-01-02 00:00:00,LONG,1239.85,1284.76,46.5814,22.46,2068.71,2.0,tp
SMA 20/50 L/S,2019-01-02 00:00:00,2019-02-19 00:00:00,LONG,1283.89,1334.12,42.4572,25.12,2111.69,2.0,tp
SMA 20/50 L/S,2019-02-19 00:00:00,2019-03-01 00:00:00,LONG,1323.86,1300.14,45.8412,23.72,-1110.28,-1.0,stop
SMA 20/50 L/S,2019-03-01 00:00:00,2019-03-04 00:00:00,LONG,1313.1,1283.17,35.961,29.92,-1094.01,-1.0,stop
SMA 20/50 L/S,2019-03-04 00:00:00,2019-03-17 00:00:00,LONG,1296.03,1301.86,36.6119,29.09,195.03,0.2,flip
SMA 20/50 L/S,2019-03-17 00:00:00,2019-05-13 00:00:00,SHORT,1301.86,1301.86,44.5563,23.94,-22.28,-0.0,stop
SMA 20/50 L/S,2019-05-13 00:00:00,2019-05-31 00:00:00,SHORT,1283.59,1306.62,46.2853,23.04,-1089.37,-1.0,stop
SMA 20/50 L/S,2019-05-31 00:00:00,2019-06-02 00:00:00,SHORT,1291.49,1306.92,45.0024,23.45,-716.89,-0.66,flip
SMA 20/50 L/S,2019-06-02 00:00:00,2019-06-14 00:00:00,LONG,1306.92,1353.65,44.8373,23.37,2073.01,2.0,tp
SMA 20/50 L/S,2019-06-14 00:00:00,2019-06-19 00:00:00,LONG,1345.42,1345.42,31.6915,33.71,-15.85,0.0,stop
SMA 20/50 L/S,2019-06-19 00:00:00,2019-06-24 00:00:00,LONG,1344.25,1420.87,27.8728,38.31,2121.87,2.0,tp
SMA 20/50 L/S,2019-06-24 00:00:00,2019-08-01 00:00:00,LONG,1403.12,1403.12,23.0129,47.32,-11.51,0.0,stop
SMA 20/50 L/S,2019-08-01 00:00:00,2019-08-12 00:00:00,LONG,1410.13,1511.15,21.5551,50.51,2166.72,2.0,tp
SMA 20/50 L/S,2019-08-12 00:00:00,2019-09-09 00:00:00,LONG,1496.84,1496.84,20.447,54.3,-10.22,0.0,stop
SMA 20/50 L/S,2019-09-09 00:00:00,2019-09-29 00:00:00,LONG,1509.56,1494.57,20.1549,55.08,-312.14,-0.27,flip
SMA 20/50 L/S,2019-09-29 00:00:00,2019-12-24 00:00:00,SHORT,1494.57,1494.57,25.0525,44.18,-12.53,-0.0,stop
SMA 20/50 L/S,2019-12-24 00:00:00,2019-12-25 00:00:00,SHORT,1488.78,1499.36,46.8487,23.62,-519.08,-0.45,flip
SMA 20/50 L/S,2019-12-25 00:00:00,2020-01-03 00:00:00,LONG,1499.36,1546.8,46.4225,23.72,2179.2,2.0,tp
SMA 20/50 L/S,2020-01-03 00:00:00,2020-01-07 00:00:00,LONG,1538.7,1586.48,46.9911,23.89,2222.04,2.0,tp
SMA 20/50 L/S,2020-01-07 00:00:00,2020-02-21 00:00:00,LONG,1559.17,1640.1,28.2906,40.46,2275.36,2.0,tp
SMA 20/50 L/S,2020-02-21 00:00:00,2020-02-25 00:00:00,LONG,1626.0,1626.0,36.0546,32.38,-18.03,0.0,stop
SMA 20/50 L/S,2020-02-25 00:00:00,2020-02-28 00:00:00,LONG,1655.54,1609.24,25.2069,46.3,-1179.61,-1.0,stop
SMA 20/50 L/S,2020-02-28 00:00:00,2020-03-11 00:00:00,LONG,1638.73,1638.73,17.9788,64.25,-8.99,0.0,stop
SMA 20/50 L/S,2020-03-11 00:00:00,2020-03-12 00:00:00,LONG,1662.78,1567.36,12.1042,95.41,-1160.95,-1.0,stop
SMA 20/50 L/S,2020-03-12 00:00:00,2020-03-13 00:00:00,LONG,1636.04,1529.78,10.7594,106.25,-1148.61,-1.0,stop
SMA 20/50 L/S,2020-03-13 00:00:00,2020-03-16 00:00:00,LONG,1579.08,1461.51,9.6265,117.56,-1136.51,-1.0,stop
SMA 20/50 L/S,2020-03-16 00:00:00,2020-03-23 00:00:00,LONG,1546.75,1492.49,8.9498,125.17,-490.09,-0.43,flip
SMA 20/50 L/S,2020-03-23 00:00:00,2020-03-26 00:00:00,SHORT,1492.49,1640.95,7.5126,148.46,-1119.09,-1.0,stop
SMA 20/50 L/S,2020-03-26 00:00:00,2020-04-14 00:00:00,SHORT,1604.19,1720.16,6.8945,160.14,-803.0,-0.72,flip
SMA 20/50 L/S,2020-04-14 00:00:00,2020-07-23 00:00:00,LONG,1720.16,1877.44,13.9373,78.64,2185.11,2.0,tp
SMA 20/50 L/S,2020-07-23 00:00:00,2020-07-27 00:00:00,LONG,1868.4,1967.85,22.4823,49.72,2224.4,2.0,tp
SMA 20/50 L/S,2020-07-27 00:00:00,2020-08-05 00:00:00,LONG,1931.75,2051.76,18.9976,60.01,2270.41,2.0,tp
SMA 20/50 L/S,2020-08-05 00:00:00,2020-08-11 00:00:00,LONG,2013.06,1918.57,12.3044,94.48,-1168.72,-1.0,stop
SMA 20/50 L/S,2020-08-11 00:00:00,2020-08-12 00:00:00,LONG,2020.22,1906.63,10.1313,113.59,-1155.88,-1.0,stop
SMA 20/50 L/S,2020-08-12 00:00:00,2020-09-14 00:00:00,LONG,1885.05,1949.04,9.4923,120.01,602.64,0.53,flip
SMA 20/50 L/S,2020-09-14 00:00:00,2020-09-21 00:00:00,SHORT,1949.04,1949.04,18.0541,63.43,-9.03,-0.0,stop
SMA 20/50 L/S,2020-09-21 00:00:00,2020-11-06 00:00:00,SHORT,1953.15,1953.15,17.7391,64.55,-8.87,-0.0,stop
SMA 20/50 L/S,2020-11-06 00:00:00,2020-11-09 00:00:00,SHORT,1936.77,1936.77,18.8762,60.65,-9.44,-0.0,stop
SMA 20/50 L/S,2020-11-09 00:00:00,2020-11-18 00:00:00,SHORT,1962.45,1879.37,15.1543,75.53,1251.45,1.1,flip
SMA 20/50 L/S,2020-11-18 00:00:00,2020-11-19 00:00:00,LONG,1879.37,1866.78,14.8396,77.97,-194.25,-0.16,flip
SMA 20/50 L/S,2020-11-19 00:00:00,2020-12-07 00:00:00,SHORT,1866.78,1866.78,15.5254,74.4,-7.76,-0.0,stop
SMA 20/50 L/S,2020-12-07 00:00:00,2020-12-21 00:00:00,SHORT,1838.85,1903.6,17.8347,64.76,-1163.82,-1.0,stop
SMA 20/50 L/S,2020-12-21 00:00:00,2020-12-30 00:00:00,SHORT,1899.76,1885.32,18.2735,62.56,254.68,0.23,flip
SMA 20/50 L/S,2020-12-30 00:00:00,2021-01-08 00:00:00,LONG,1885.32,1885.32,19.5888,58.48,-9.79,0.0,stop
SMA 20/50 L/S,2021-01-08 00:00:00,2021-01-10 00:00:00,LONG,1909.22,1838.28,16.1479,70.93,-1153.51,-1.0,stop
SMA 20/50 L/S,2021-01-10 00:00:00,2021-01-28 00:00:00,LONG,1849.16,1837.04,15.323,73.99,-193.35,-0.16,flip
SMA 20/50 L/S,2021-01-28 00:00:00,2021-02-26 00:00:00,SHORT,1837.04,1718.53,19.0998,59.26,2254.07,2.0,tp
SMA 20/50 L/S,2021-02-26 00:00:00,2021-04-15 00:00:00,SHORT,1767.82,1767.82,18.0844,63.83,-9.04,-0.0,stop
SMA 20/50 L/S,2021-04-15 00:00:00,2021-04-19 00:00:00,SHORT,1738.34,1788.14,23.1731,49.8,-1165.66,-1.0,stop
SMA 20/50 L/S,2021-04-19 00:00:00,2021-04-21 00:00:00,SHORT,1777.18,1781.94,25.7669,44.33,-135.71,-0.11,flip
SMA 20/50 L/S,2021-04-21 00:00:00,2021-05-19 00:00:00,LONG,1781.94,1878.3,23.6804,48.18,2269.79,2.0,tp
SMA 20/50 L/S,2021-05-19 00:00:00,2021-06-16 00:00:00,LONG,1868.58,1811.53,20.3908,57.05,-1173.59,-1.0,stop
SMA 20/50 L/S,2021-06-16 00:00:00,2021-06-17 00:00:00,LONG,1857.78,1793.44,17.8999,64.33,-1160.51,-1.0,stop
SMA 20/50 L/S,2021-06-17 00:00:00,2021-06-25 00:00:00,LONG,1822.1,1777.62,16.3189,69.85,-734.02,-0.64,flip
SMA 20/50 L/S,2021-06-25 00:00:00,2021-08-04 00:00:00,SHORT,1777.62,1813.01,16.9667,66.74,-608.93,-0.53,flip
SMA 20/50 L/S,2021-08-04 00:00:00,2021-08-06 00:00:00,LONG,1813.01,1771.07,26.8574,41.94,-1139.7,-1.0,stop
SMA 20/50 L/S,2021-08-06 00:00:00,2021-08-08 00:00:00,LONG,1800.9,1755.13,24.3567,45.77,-1126.91,-1.0,stop
SMA 20/50 L/S,2021-08-08 00:00:00,2021-08-11 00:00:00,LONG,1762.89,1733.79,18.474,59.72,-546.83,-0.49,flip
SMA 20/50 L/S,2021-08-11 00:00:00,2021-08-23 00:00:00,SHORT,1733.79,1798.55,16.9504,64.76,-1106.26,-1.0,stop
SMA 20/50 L/S,2021-08-23 00:00:00,2021-09-06 00:00:00,SHORT,1786.84,1825.83,18.4088,59.03,-726.96,-0.66,flip
SMA 20/50 L/S,2021-09-06 00:00:00,2021-09-08 00:00:00,LONG,1825.83,1787.13,27.8868,38.7,-1093.22,-1.0,stop
SMA 20/50 L/S,2021-09-08 00:00:00,2021-09-16 00:00:00,LONG,1798.01,1756.37,25.6544,41.64,-1081.03,-1.0,stop
SMA 20/50 L/S,2021-09-16 00:00:00,2021-09-19 00:00:00,LONG,1791.24,1745.39,23.0582,45.85,-1068.79,-1.0,stop
SMA 20/50 L/S,2021-09-19 00:00:00,2021-09-24 00:00:00,LONG,1753.96,1752.15,21.9847,47.6,-50.87,-0.04,flip
SMA 20/50 L/S,2021-09-24 00:00:00,2021-10-22 00:00:00,SHORT,1752.15,1807.3,18.9637,55.15,-1055.32,-1.0,stop
SMA 20/50 L/S,2021-10-22 00:00:00,2021-10-29 00:00:00,SHORT,1787.03,1796.84,22.5382,45.93,-232.5,-0.21,flip
SMA 20/50 L/S,2021-10-29 00:00:00,2021-11-23 00:00:00,LONG,1796.84,1796.84,22.9116,45.08,-11.46,0.0,stop
SMA 20/50 L/S,2021-11-23 00:00:00,2021-12-10 00:00:00,LONG,1807.72,1777.92,18.5802,55.57,-563.05,-0.54,flip
SMA 20/50 L/S,2021-12-10 00:00:00,2021-12-31 00:00:00,SHORT,1777.92,1825.26,21.6876,47.35,-1037.65,-1.0,stop
SMA 20/50 L/S,2021-12-31 00:00:00,2022-01-12 00:00:00,SHORT,1817.45,1818.05,24.477,41.52,-26.92,-0.01,flip
SMA 20/50 L/S,2022-01-12 00:00:00,2022-02-20 00:00:00,LONG,1818.05,1906.13,23.0691,44.04,2020.32,2.0,tp
SMA 20/50 L/S,2022-02-20 00:00:00,2022-02-24 00:00:00,LONG,1900.82,1900.82,19.4313,53.32,-9.72,0.0,stop
SMA 20/50 L/S,2022-02-24 00:00:00,2022-03-15 00:00:00,LONG,1935.52,1935.52,13.0756,79.22,-6.54,0.0,stop
SMA 20/50 L/S,2022-03-15 00:00:00,2022-04-26 00:00:00,LONG,1936.0,1902.18,10.0514,103.04,-344.97,-0.33,flip
SMA 20/50 L/S,2022-04-26 00:00:00,2022-05-16 00:00:00,SHORT,1902.18,1791.31,18.6195,55.44,2055.07,2.0,tp
SMA 20/50 L/S,2022-05-16 00:00:00,2022-08-17 00:00:00,SHORT,1810.61,1775.69,14.753,71.35,507.8,0.49,flip
SMA 20/50 L/S,2022-08-17 00:00:00,2022-08-22 00:00:00,LONG,1775.69,1727.91,22.1366,47.78,-1068.72,-1.0,stop
SMA 20/50 L/S,2022-08-22 00:00:00,2022-08-31 00:00:00,LONG,1746.42,1707.74,27.0663,38.68,-1060.39,-1.0,stop
SMA 20/50 L/S,2022-08-31 00:00:00,2022-09-05 00:00:00,LONG,1723.88,1711.94,23.6017,43.9,-293.61,-0.27,flip
SMA 20/50 L/S,2022-09-05 00:00:00,2022-09-26 00:00:00,SHORT,1711.94,1624.66,23.6735,43.64,2054.29,2.0,tp
SMA 20/50 L/S,2022-09-26 00:00:00,2022-10-03 00:00:00,SHORT,1638.32,1698.38,17.5394,60.06,-1062.26,-1.0,stop
SMA 20/50 L/S,2022-10-03 00:00:00,2022-10-04 00:00:00,SHORT,1663.81,1726.9,16.5285,63.09,-1051.04,-1.0,stop
SMA 20/50 L/S,2022-10-04 00:00:00,2022-11-08 00:00:00,SHORT,1699.72,1699.72,15.47,66.72,-7.73,-0.0,stop
SMA 20/50 L/S,2022-11-08 00:00:00,2022-11-10 00:00:00,SHORT,1669.99,1727.95,17.8044,57.96,-1040.93,-1.0,stop
SMA 20/50 L/S,2022-11-10 00:00:00,2022-11-13 00:00:00,SHORT,1709.59,1765.92,15.9324,64.12,-905.44,-0.88,flip
SMA 20/50 L/S,2022-11-13 00:00:00,2023-01-12 00:00:00,LONG,1765.92,1893.31,15.8944,63.7,2016.84,2.0,tp
SMA 20/50 L/S,2023-01-12 00:00:00,2023-02-03 00:00:00,LONG,1884.26,1884.26,19.8144,52.11,-9.91,0.0,stop
SMA 20/50 L/S,2023-02-03 00:00:00,2023-02-14 00:00:00,LONG,1915.96,1847.39,15.056,68.56,-1039.81,-1.0,stop
SMA 20/50 L/S,2023-02-14 00:00:00,2023-02-21 00:00:00,LONG,1858.06,1839.02,15.5496,65.71,-303.73,-0.29,flip
SMA 20/50 L/S,2023-02-21 00:00:00,2023-03-12 00:00:00,SHORT,1839.02,1884.9,22.205,45.88,-1029.8,-1.0,stop
SMA 20/50 L/S,2023-03-12 00:00:00,2023-03-15 00:00:00,SHORT,1872.4,1921.39,20.5797,48.99,-1018.58,-1.0,stop
SMA 20/50 L/S,2023-03-15 00:00:00,2023-03-17 00:00:00,SHORT,1901.74,1964.09,16.0085,62.34,-1006.0,-1.0,stop
SMA 20/50 L/S,2023-03-17 00:00:00,2023-03-20 00:00:00,SHORT,1930.86,2000.16,14.2537,69.31,-994.99,-1.0,stop
SMA 20/50 L/S,2023-03-20 00:00:00,2023-03-22 00:00:00,SHORT,1974.74,1939.22,12.9393,75.57,453.26,0.47,flip
SMA 20/50 L/S,2023-03-22 00:00:00,2023-05-25 00:00:00,LONG,1939.22,1939.22,11.1105,88.41,-5.56,0.0,stop
SMA 20/50 L/S,2023-05-25 00:00:00,2023-05-28 00:00:00,LONG,1957.18,1943.84,17.9071,54.85,-247.67,-0.24,flip
SMA 20/50 L/S,2023-05-28 00:00:00,2023-07-25 00:00:00,SHORT,1943.84,1961.56,20.1365,48.65,-366.71,-0.36,flip
SMA 20/50 L/S,2023-07-25 00:00:00,2023-08-08 00:00:00,LONG,1961.56,1924.74,26.5108,36.81,-989.12,-1.0,stop
SMA 20/50 L/S,2023-08-08 00:00:00,2023-08-16 00:00:00,LONG,1933.0,1890.91,22.9452,42.09,-977.31,-1.0,stop
SMA 20/50 L/S,2023-08-16 00:00:00,2023-08-17 00:00:00,LONG,1903.98,1892.62,26.2032,36.48,-310.77,-0.31,flip
SMA 20/50 L/S,2023-08-17 00:00:00,2023-08-29 00:00:00,SHORT,1892.62,1928.63,26.4573,36.01,-965.94,-1.0,stop
SMA 20/50 L/S,2023-08-29 00:00:00,2023-09-20 00:00:00,SHORT,1925.34,1930.54,25.9006,36.41,-147.63,-0.14,flip
SMA 20/50 L/S,2023-09-20 00:00:00,2023-09-27 00:00:00,LONG,1930.54,1898.69,29.5609,31.84,-956.09,-1.0,stop
SMA 20/50 L/S,2023-09-27 00:00:00,2023-10-02 00:00:00,SHORT,1899.8,1831.0,27.0834,34.4,1849.67,2.0,tp
SMA 20/50 L/S,2023-10-02 00:00:00,2023-10-12 00:00:00,SHORT,1843.36,1884.01,23.3746,40.64,-961.65,-1.0,stop
SMA 20/50 L/S,2023-10-12 00:00:00,2023-10-13 00:00:00,SHORT,1877.58,1927.66,18.7764,50.08,-949.62,-1.0,stop
SMA 20/50 L/S,2023-10-13 00:00:00,2023-10-15 00:00:00,SHORT,1873.56,1929.35,16.6802,55.79,-938.98,-1.0,stop
SMA 20/50 L/S,2023-10-15 00:00:00,2023-10-20 00:00:00,SHORT,1928.0,1982.52,16.8964,54.52,-929.62,-1.0,stop
SMA 20/50 L/S,2023-10-20 00:00:00,2023-10-27 00:00:00,SHORT,1977.7,1987.9,15.0587,60.55,-160.98,-0.17,flip
SMA 20/50 L/S,2023-10-27 00:00:00,2023-12-03 00:00:00,LONG,1987.9,2115.8,14.2304,63.95,1813.09,2.0,tp
SMA 20/50 L/S,2023-12-03 00:00:00,2023-12-05 00:00:00,LONG,2072.52,2012.91,15.5684,59.62,-935.95,-1.0,stop
SMA 20/50 L/S,2023-12-05 00:00:00,2024-01-25 00:00:00,LONG,2032.28,2015.66,12.6321,72.73,-216.13,-0.23,flip
SMA 20/50 L/S,2024-01-25 00:00:00,2024-02-01 00:00:00,SHORT,2015.66,2064.87,18.6255,49.21,-925.82,-1.0,stop
SMA 20/50 L/S,2024-02-01 00:00:00,2024-02-29 00:00:00,SHORT,2045.6,2045.6,19.3369,46.91,-9.67,-0.0,stop
