strategy,entry_time,exit_time,direction,entry,exit,size,risk_dist,pnl,r_mult,reason
London breakout,2023-12-12 10:00:00,2023-12-12 23:00:00,SHORT,1982.62,1978.2,231.1586,6.39,903.83,0.69,eod
London breakout,2023-12-13 08:00:00,2023-12-13 14:00:00,LONG,1983.5,1983.5,140.6237,10.56,-70.31,0.0,stop
London breakout,2023-12-14 08:00:00,2023-12-14 09:00:00,SHORT,2029.16,2040.22,134.2606,11.05,-1550.71,-1.0,stop
London breakout,2023-12-14 10:00:00,2023-12-14 13:00:00,LONG,2040.22,2029.16,132.7965,11.05,-1533.8,-1.0,stop
London breakout,2023-12-19 08:00:00,2023-12-19 09:00:00,LONG,2028.36,2040.38,241.4974,6.01,2782.05,2.0,tp
London breakout,2023-12-19 10:00:00,2023-12-19 10:00:00,LONG,2028.36,2040.38,245.9255,6.01,2833.06,2.0,tp
London breakout,2023-12-19 11:00:00,2023-12-19 11:00:00,LONG,2028.36,2040.38,250.4348,6.01,2885.01,2.0,tp
London breakout,2023-12-20 08:00:00,2023-12-20 23:00:00,SHORT,2031.7,2036.22,131.2253,11.68,-660.06,-0.39,eod
London breakout,2023-12-21 08:00:00,2023-12-21 08:00:00,LONG,2038.1,2038.1,294.8877,5.17,-147.44,0.0,stop
London breakout,2023-12-21 09:00:00,2023-12-21 09:00:00,LONG,2038.1,2038.1,294.3177,5.17,-147.16,0.0,stop
London breakout,2023-12-21 10:00:00,2023-12-21 13:00:00,LONG,2038.1,2038.1,293.7487,5.17,-146.87,0.0,stop
London breakout,2023-12-26 08:00:00,2023-12-26 09:00:00,SHORT,2060.52,2060.52,340.8146,4.45,-170.41,-0.0,stop
London breakout,2023-12-26 10:00:00,2023-12-26 15:00:00,SHORT,2060.52,2064.98,340.0487,4.45,-1683.24,-1.0,stop
London breakout,2023-12-27 08:00:00,2023-12-27 10:00:00,LONG,2069.2,2069.2,191.1361,7.82,-95.57,0.0,stop
London breakout,2023-12-27 11:00:00,2023-12-27 20:00:00,LONG,2069.2,2084.84,190.8916,7.82,2890.1,2.0,tp
London breakout,2023-12-28 08:00:00,2023-12-28 23:00:00,SHORT,2072.99,2069.86,105.16,14.46,276.47,0.22,eod
London breakout,2024-01-02 08:00:00,2024-01-02 10:00:00,SHORT,2068.2,2068.2,143.4047,10.62,-71.7,-0.0,stop
London breakout,2024-01-02 11:00:00,2024-01-02 23:00:00,SHORT,2068.2,2064.78,143.2697,10.62,419.78,0.32,eod
London breakout,2024-01-03 08:00:00,2024-01-03 23:00:00,SHORT,2046.59,2043.02,79.2581,19.24,244.04,0.19,eod
London breakout,2024-01-04 08:00:00,2024-01-04 23:00:00,SHORT,2042.34,2044.56,179.4418,8.51,-486.29,-0.26,eod
London breakout,2024-01-08 11:00:00,2024-01-08 23:00:00,LONG,2036.04,2032.8,78.2516,19.44,-293.44,-0.17,eod
London breakout,2024-01-09 08:00:00,2024-01-09 10:00:00,LONG,2038.43,2030.24,185.5021,8.18,-1610.71,-1.0,stop
London breakout,2024-01-09 11:00:00,2024-01-09 23:00:00,SHORT,2030.24,2029.72,183.4204,8.18,3.67,0.06,eod
London breakout,2024-01-11 08:00:00,2024-01-11 08:00:00,LONG,2035.66,2035.66,271.2565,5.53,-135.63,0.0,stop
London breakout,2024-01-11 09:00:00,2024-01-11 11:00:00,SHORT,2030.12,2019.06,270.766,5.53,2859.29,2.0,tp
London breakout,2024-01-15 10:00:00,2024-01-15 23:00:00,SHORT,2051.46,2049.32,216.559,7.04,355.16,0.3,eod
London breakout,2024-01-16 08:00:00,2024-01-16 23:00:00,SHORT,2038.12,2025.36,120.2302,12.7,1475.1,1.01,eod
London breakout,2024-01-17 08:00:00,2024-01-17 09:00:00,LONG,2028.26,2017.6,144.4824,10.67,-1613.43,-1.0,stop
London breakout,2024-01-17 10:00:00,2024-01-17 23:00:00,SHORT,2017.6,2008.04,142.9021,10.67,1295.12,0.9,eod
London breakout,2024-01-18 08:00:00,2024-01-18 23:00:00,LONG,2014.04,2021.0,184.2415,8.34,1188.36,0.83,eod
London breakout,2024-01-22 08:00:00,2024-01-22 09:00:00,LONG,2026.46,2018.98,207.0836,7.47,-1651.08,-1.0,stop
